Descrição do Item,Categoria,Valor,Data
Serviço de cdntralita virtual empresarial 1 Gbps - NOWO - Fatura nº 4615/2024,Telecomunicações,8747.65 €,18/08/2023
Disco Rígido Externo D-Link Pro para uso profissional - Ref: F796,Equipamentos Informáticos,1364.65 €,28/08/2023
Serviço jurídico de resolução de litígios - elaboração de contrato (NIF: 5346908195),Serviços Jurídicos,9437.90 €,04/09/2023
Fornecimento de gás natural para instalações - tarifa simples (Endesa) - Ref: T398,Energia e Utilidades,534.32 €,30.09.2023
cofre em vidro cinza para escritório (Período: Mar/2024),Mobiliário e Equipamento de Escritório,5150.50 €,2023-07-29
Fornecimento de caixa de clips para escritório - Ref: V279,Material de Escritório,8640.78 €,2023-03-27
Formação em RGPD para colaboradores - blended 24 horas - Cód. N1627,Formação e Desenvolvimento,6044.37 €,29/10/2023
estante em couro sintético cinza para escritório - Cód. S4835,Mobiliário e Equipamento de Escritório,1369.16€,2023-10-05
Fornecimento de pacote de canetas para escritório (Período: Ago/2024),Material de Escritório,9458.63€,09-02-2023
Manutenção preditiva anual de elevadores - Ref: A511,Serviços de Manutenção,2205.59€,25-08-2023
Fornecimento de água para instalações - tarifa tri-horária (Iberdrola) - Fatura nº 6915/2024,Energia e Utilidades,7188.79 €,2023-08-02
Manutenção preditiva trimestral de veículos da empresa (NIF: 1958866135),Serviços de Manutenção,3054.79 €,13-11-2023
Fornecimento de água para instalações - tarifa tri-horária (EDP) (Período: Fev/2024),Energia e Utilidades,8737.62€,18/05/2023
Licença anual de Salesforce Plus - Ref: P336,Licenciamento de Software,5923.83€,07/04/2023
Licença por dispositivo de Mifrosoft Office Enterprise (Período: Jun/2024),Licenciamento de Software,3772.90€,22.08.2023
Serviço de branding para LinkedIn - Cód. T9243,Serviços de Marketing,3975.11 €,2023-10-07
Serviço de internet de fibra ótica empresarial 1 Gbps - Vodafone - Fatura nº 5910/2024,Telecomunicações,9497.30€,19/06/2023
Serviço de plano de dados móveis empresarial 200 Mbps - NOS (NIF: 5563642757),Telecomunicações,764.00 €,14.01.2023
Serviço de consultoria fiscal anual - Cód. C2240,Serviços de Contabilidade,3130.70€,08/06/2023
cofre em couro sintético azul para escritório - Cód. J5974,Mobiliário e Equipamento de Escritório,7536.22 €,2023-12-13
Serviço de reconciliação bancária trimestral - Fatura nº 4431/2024,Serviços de Contabilidade,135.32 €,05-02-2023
Serviço de preparação de demonstrações financeiras anual (NIF: 6377913435),Serviços de Contabilidade,1956.42 €,10.03.2023
Licença cloud de Adobe Creative Suite Plus (NIF: 5588144116),Licenciamento de Software,4411.22 €,14.12.2023
Serviço de reconciliação bancária anual (Período: Mar/2024),Serviços de Contabilidade,486.06€,2023-06-27
Teclado Samsung Pro para uso profissional (Período: Set/2024),Equipamentos Informáticos,3652.68 €,19.02.2023
Serviço de auditoria operacional pontual conforme SOX (Período: Dez/2024),Serviços de Auditoria,3563.97€,2023-12-25
Serviço de elaboração de relatórios financeiros mensal - Ref: Q735,Serviços de Contabilidade,3159.30 €,01/03/2023
Contratação de seguro de crédito - cobertura all-risk (Allianz) (NIF: 5463691528),Seguros,4181.38€,15.05.2023
Serviço jurídico de resolução de litígios - elaboração de contrato - Fatura nº 6780/2024,Serviços Jurídicos,3811.25 €,2023-12-27
Contratação de seguro de crédito - cobertura standard (Allianz) - Fatura nº 6039/2024,Seguros,6601.63 €,20-10-2023
Despesa com portagens - internacional - Ref: M465,Despesas de Transporte e Logística,9122.68 €,2023-12-21
Serviço jurídico de assessoria contratual - elaboração de acordo (NIF: 9268824602),Serviços Jurídicos,6782.39 €,07/07/2023
Serviço jurídico de recuperação de créditos - elaboração de contrato - Cód. S3458,Serviços Jurídicos,8589.21 €,22-10-2023
Licença por dispositivo de Salesforce 2023 - Ref: Q834,Licenciamento de Software,1183.99€,26-07-2023
Licençq cloud de Adobe Creative Suite Ultimate - Ref: H947,Licenciamento de Software,9432.17 €,2023-08-07
Serviço de preparação de demonstrações financeiras mensal - Ref: I986,Serviços de Contabilidade,9277.13 €,01/09/2023
Serviço de email marketing para YouTube - Fatura nº 6436/2024,Serviços de Marketing,43.07 €,20/10/2023
Impressora LG Max para uso profissional - Fatura nº 9564/2024,Equipamentos Informáticos,1023.32€,12.01.2023
Serviço de consultoria fiscal anual - Fatura nº 1154/2024,Serviços de Contabilidade,6915.58€,2023-04-07
Serviço de processamento de salários mensal - Ref: F973,Serviços de Contabilidade,8356.12 €,09/02/2023
Fornecimento de resma de canetas para escritório - Fatura nº 9473/2024,Material de Escritório,7649.75 €,11-12-2023
Monitor LG Elite para uso profissional - Fatura nº 9562/2024,Equipamentos Informáticos,8857.91€,20.02.2023
Fornecimento de pacote de papel A4 para escritório (NIF: 8491542858),Material de Escritório,5966.94€,20/06/2023
Contratação de seguro de acidentes de trabalho - cobertura standard (Allianz) - Ref: U337,Seguros,3556.52 €,2023-12-31
Serviço de videoconferência empresarial 500 Mbps - NOWO - Cód. Q1548,Telecomunicações,395.66€,2023-10-31
Manutenção corretiva semestral de sistemas de climatização (NIF: 1238188141),Serviços de Manutenção,4753.83€,17-10-2023
Serviço de apoio em auditorias fiscais mensal - Fatura nº 1166/2024,Serviços de Contabilidade,8810.29 €,14.11.2023
Contratação de seguro de ackdentes de trabalho - cobertura all-risk (Ageas) - Ref: Q531,Seguros,5636.60€,15.06.2023
Serviço de planeamento fiscal mensal - Cód. I3371,Serviços de Contabilidade,1103.87 €,23/11/2023
Licença por utilizador de Adobe Creative Suite 2023 - Ref: J416,Licenciamento de Software,4035.71€,05-04-2023
Serviço de consultoria fiscal anual (NIF: 1783683077),Serviços de Contabilidade,169.60€,20.08.2023
Fornecimento de resma de tinteiros para escritório (NIF: 1375340649),Material de Escritório,7362.03€,02.04.2023
Licença perpétua de QuickBooks Enterprise (NIF: 9458893764),Licenciamento de Software,7502.84 €,18/05/2023
Serviço de email marketing para LinkedIn - Ref: Y149,Serviços de Marketing,3703.10€,23.05.2023
Licença perpétua de AutoCAD Ultimate - Cód. L9243,Licenciamento de Software,1865.67€,2023-10-05
Serviço de VoIP empresarial 500 Mbps - NOS (Período: Nov/2024),Telecomunicações,2500.77€,07-12-2023
Formação em línguas estrangeiras para colaboradores - online 16 horas - Cód. T7941,Formação e Desenvolvimento,2572.85€,18.08.2023
Consultoria em recursos humanos - contrato anual - Fatura nº 6133/2024,Serviços de Consultoria,6471.09 €,2023-10-07
Licença por dispositivo de Microsoft Office Ultimate - Cód. O4645,Licenciamento de Software,1288.02 €,2023-03-10
Serviço de auditoria ambiental semestral conforme SOX - Ref: K761,Serviços de Auditoria,6927.44€,22-10-2023
Serviço de auditoria operacional trimestral conforme RGPD (NIF: 8999377464),Serviços de Auditoria,6854.06 €,2023-08-19
Formação em liderança para colaboradores - presencial 8 horas - Ref: S276,Formação e Desenvolvimento,5789.45 €,19/07/2023
Serviço de VoIP empresarial 100 Mbps - NOS (Período: Mar/2024),Telecomunicações,5594.02 €,06.08.2023
Serviço de relações públicas para YouTube - Fatura nº 7796/2024,Serviços de Marketing,1936.78 €,21-08-2023
Manutenção preventiva anual de ar condicionado - Cód. T4167,Serviços de Manutenção,7619.67€,2023-12-03
Formação em gestão de tempo para colaboradores - online 40 horas (NIF: 8689362527),Formação e Desenvolvimento,5230.22 €,25/01/2023
Consultoria em comppiance - pontual (Período: Set/2024),Serviços de Consultoria,9585.98 €,09-08-2023
Fornecimento de energias renováveis para instalações - tarifa bi-horária (Iberdrola) - Fatura nº 6575/2024,Energia e Utilidades,4466.36 €,02/08/2023
Serviço de preparação de IES mensal - Cód. E8465,Serviços de Contabilidade,6201.21€,22-06-2023
Consultoria em inovação - pontual - Cód. L7009,Serviços de Consultoria,712.99€,24/06/2023
Contratação de seguro de cibersegurança - cobertura básica (Generali) - Fatura nº 8387/2024,Seguros,6802.03 €,29.12.2023
Consultoria em marketing digital - pontual (Período: Jan/2024),Serviços de Consultoria,2529.10 €,22.07.2023
Manutenção corretiva semestral de ar condicionado (Período: Out/2024),Serviços de Manutenção,9121.24 €,16/08/2023
Serviço de internet de fibra ótica empresarial 100 Mbps - NOWO - Cód. V6881,Telecomunicações,4412.26€,2023-04-09
Scanner Logitech Max para uso profissional - Cód. K4027,Equipamentos Informáticos,4350.78 €,09.12.2023
Impressora LG Turbo para uso profissional - Cód. N5455,Equipamentos Informáticos,1644.30 €,08-10-2023
Contratação de seguro de responsabilidade civil - cobertura premium (Ageas) (Período: Set/2024),Seguros,251.78€,29-06-2023
Serviço de auditoria interna semestral cçnforme ISO 14001 (NIF: 9697647012),Serviços de Auditoria,2482.44 €,26/08/2023
Serviço jurídico de contencioso fiscal - elaboração de parecer - Ref: Q935,Serviços Jurídicos,3725.41 €,09/05/2023
Consultoria em internacionalização - pontual (Período: Dez/2024),Serviços de Consultoria,1383.41€,13-04-2023
Serviço de gestão de redes sociais para YouTube (NIF: 8447419221),Serviços de Marketing,1428.81 €,17-12-2023
Consultoria em marketing digital - projeto de 3 meses (Período: Abr/2024),Serviços de Consultoria,7953.60 €,12/11/2023
Contratação de seguro de crédito - cobertura standard (Tranquilidade) - Cód. M5856,Seguros,5406.33 €,20.03.2023
Manutenção preventiva trimestral de sistemas de segurança (Período: Out/2024),Serviços de Manutenção,8297.81 €,01-11-2023
Consultoria em transformação digital - pontual - Fatura nº 6388/2024,Serviços de Consultoria,9774.20 €,29.07.2023
Licença cloud de Salesforce 2023 (Período: Dez/2024),Licenciamento de Software,2486.24 €,2023-01-21
Monitor Asus Elite para uso profissional (NIF: 1886730899),Equipamentos Informáticos,7453.42€,14/10/2023
Serviço jurídico de fusões e aquisições - elaboração de acordo (NIF: 2821546177),Serviços Jurídicos,6021.75 €,23.08.2023
Scanner TP-Link Slim para uso profissional - Ref: J175,Equipamentos Informáticos,4826.71 €,10.11.2023
Fornecimento de caixa de marcadores para escritório - Cód. A2949,Material de Escritório,5408.25 €,11.09.2023
Serviço de preparação de IES mensal (NIF: 2143095351),Serviços de Contabilidade,786.50€,2023-07-05
Formação em Excel avançado para colaboradores - presencial 8 horas (Período: Out/2024),Formação e Desenvolvimento,1081.03€,16.03.2023
Despesa com transporte de mercadorias - nacional (Período: Mar/2024),Despesas de Transporte e Logística,8187.34€,25/03/2023
Fornecimento de gás natural para instalações - tarifa tri-horária (Iberdrola) (NIF: 8553058380),Energia e Utilidades,3706.23 €,2023-04-27
Despesa com serviços de courier - nacional (Período: Jun/2024),Despesas de Transporte e Logística,1610.14 €,15-02-2023
Fornecimento de água para instalações - tarifa bi-horária (EDP) (NIF: 9957049194),Energia e Utilidades,164.25€,26-04-2023
Serviço jurídico de contencioso fiscal - elaboração de acordo - Fatura nº 9744/2024,Serviços Jurídicos,1191.74€,08-05-2023
Manutenção corretiva anual de rede informática (Período: Nov/2024),Serviços de Manutenção,3156.23€,2023-12-31
Contratação de seguro de acidentes de trabalho - cobertura premium (Fidelidade) - Ref: F554,Seguros,7558.97 €,19.03.2023
Serviço jurídico de resolução de litígios - elaboração de procuração - Cód. Y7108,Serviços Jurídicos,2659.52 €,03/10/2023
Serviço de preparação de demonstrações financeiras mensal - Fatura nº 8952/2024,Serviços de Contabilidade,3414.13€,21.09.2023
Serviço de auditoria forense pontual conforme ISO 27001 (NIF: 2996848258),Serviços de Auditoria,7935.10 €,18.02.2023
Fornecimento de conjunto de post-its para escritório (Período: Mar/2024),Material de Escritório,6849.19€,28/06/2023
Fornecimento de caixa de envelopes para escritório - Cód. W8003,Material de Escritório,7311.98 €,07-12-2023
Serviço de videoconferência empresarial 100 Mbps - NOWO (NIF: 1413845335),Telecomunicações,3086.13€,07-09-2023
Computador HP Advanced para uso profissional - Cód. L5298,Equipamentos Informáticos,4054.35€,24/11/2023
Despesa com transporte de mercadorias - económico - Ref: D304,Despesas de Transporte e Logística,427.51€,2023-11-28
Fornecimento de conjunto de post-its para escritório - Fatura nº 5350/2024,Material de Escritório,2972.33 €,22/03/2023
Manutenção preventiva trimestral de sistemas de climatização - Ref: B127,Serviços de Manutenção,6183.50€,06/04/2023
Consultoria em inovação - pontual (Período: Out/2024),Serviços de Consultoria,8201.32 €,11-11-2023
Serviço de auditoria financeira trimestral conforme ISO 27001 (Período: Jul/2024),Serviços de Auditoria,891.09 €,15-12-2023
Consultoria em internacionalização - pontual - Ref: B464,Serviços de Consultoria,5923.27 €,27.11.2023
Webcam Lenovo Pro para uso profissional - Fatjra nº 3562/2024,Equipamentos Informáticos,8539.42€,21.06.2023
Serviço de consultoria fiscal trimestral - Fatura nº 1109/2024,Serviços de Contabilidade,3764.44 €,05.08.2023
Consultoria em transformação digital - pontual (Período: Nov/2024),Serviços de Consultoria,8855.25 €,14.05.2023
Despesa com portagens - económico - Cód. N5793,Despesas de Transporte e Logística,2068.04€,28.01.2023
Router Wi-Fi Asus Turbo para uso profissional - Fatura nº 3837/2024,Equipamentos Informáticos,3555.92 €,11.10.2023
Serviço de auditoria de sistemas anual conforme ISO 27001 - Ref: Z738,Serviços de Auditoria,3336.76 €,2023-05-21
Despesa com combustível - económico (NIF: 9112698004),Despesas de Transporte e Logística,1038.15€,05-09-2023
Serviço de campanha publicitária para Instagram (Período: Mai/2024),Serviços de Marketing,6609.06 €,26.12.2023
Serviço de reconciliação bancária mensal - Cód. N3112,Serviços de Contabilidade,4924.05 €,25/11/2023
Consultoria em gestão - projeto de 3 meses - Fatura nº 4328/2024,Serviços de Consultoria,3520.89 €,14.05.2023
Serviço de planeamento fiscal anual - Cód. T7437,Serviços de Contabilidade,1994.65 €,11.06.2023
Despesa com manutenção de frota - económico - Fatura nº 9477/2024,Despesas de Transporte e Logística,198.17€,2023-03-07
Serviço de organização de eventos para Google Ads - Fatura nº 6277/2024,Serviços de Marketing,2752.08€,21-03-2023
Manutenção preditiva mensal de veículos da empresa (NIF: 6403716168),Serviços de Manutenção,7469.17€,20/04/2023
Manutenção preventiva trimestral de sistemas elétricos (Período: Dez/2024),Serviços de Manutenção,7128.92€,2023-08-04
